InvoiceNo,InvoiceDate,ProductNo,Quantity,Unit,ProductName,PackSize,ChemicalName
2450,05/11/2015,374,1,stp,Obelit,10 cap * stp,Orlistat
2450,05/11/2015,162,1,bot,Cevit Pol,100 tab * bot,ascorbic acid
2450,05/11/2015,10,1,bot,Champs 60's,60 tab * bot,Multivitamins and Minerals
2451,05/11/2015,474,4,tube,Skineal,10 tube * pack,Ketoconazole
2451,05/11/2015,717,4,sac,Komix,30 sac * box,"dextromethophen,chlopheniramine"
2452,05/11/2015,301,2,stp,Cetrine,10 tab * 10 stp * box,Cetrizine
2452,05/11/2015,232,2,stp,Flumox Cap,10 cap * 10 stp * box,Amoxicillin and Flucloxacillin
2453,05/11/2015,500,1,bot,Woods' Antihistamine,bot,Cough Syrup
2453,05/11/2015,514,1,bot,V.Rohto,bot,Eye Drop
2453,05/11/2015,638,2,stp,Strepsil Chesty,6 tab * 4 stp * box,Lozenges
2453,05/11/2015,484,1,stp,ecee 2,2 tab * stp,levonorgestrel
2454,05/11/2015,195,1,stp,Sporidex 500,10 cap * 10 stp * box,Cephalexin
2454,05/11/2015,824,1,stp,Kotase,10 tab * 10 stp * box,Anti Inflammatory Enzyme
2454,05/11/2015,162,10,tab,Cevit Pol,100 tab * bot,ascorbic acid
2455,05/11/2015,266,2,tab,Stugeron,10 tab * 25 stp * box,Cinnarizine
2457,05/11/2015,908,1,box,Brutor 10 ,10 tab * 10 stp * box,Atorvastatin 10mg
2457,05/11/2015,22,1,box,Amlosun 5,10 tab * 10 stp * box,Amlodipine
2456,05/11/2015,88,4,stp,Dilatrend 25,10 tab * 3 stp * box,Carvedilol
2456,05/11/2015,129,2,stp,Lopid 300mg,10 cap * 10 stp * box,Gemfibrozil
2456,05/11/2015,138,2,stp,Natrilix SR,10 tab * 3 stp * box,Indapamide 1.5
2456,05/11/2015,840,1,box,Losar Denk 100,14 tab * 2 stp * box,Losartan Potassium
2448,05/11/2015,373,1,bot,Ciplox Eye Ear Drop,bot,Ciprofloxacin
2448,05/11/2015,149,1,stp,Metformin denk 850,15 tab * 8 stp * box,Metformin 
2448,05/11/2015,552,1,stp,DMR 30,30 tab * 2 stp * box,Gliclazide
2448,05/11/2015,862,1,stp,Aspilets 10's,10 tab * 10 stp * box,Aspirin 80mg
2448,05/11/2015,764,1,bot,Provimin,bot,Spirulina
2448,05/11/2015,833,2,pcs,1 cc 26G (Terumo) Syringe,100 pcs * box,Syringe
2448,05/11/2015,471,2,sac,????? ???????,10 sac * pack,Myanmar Cough Medicine
2448,05/11/2015,443,2,sac,????? ???????,12 sac * pack,Myanmar Cold Medicine
2448,05/11/2015,438,1,bot,??????? ????????????????????? ???????,10 bot * pack,Myanmar Balm
2448,05/11/2015,217,1,stp,Mixagrip,4 tab * 25 stp * box,Paracetamol
2448,05/11/2015,57,2,tab,Enervon-C 100's,100 tab * bot,B complex with C
2448,05/11/2015,126,1,stp,Aztor 10,10 tab * 5 stp * box,Atorvastatin
2448,05/11/2015,217,1,stp,Mixagrip,4 tab * 25 stp * box,Paracetamol
2448,05/11/2015,445,2,bot,?????????,12 bot * dz,Myanmar Balm
2448,05/11/2015,438,2,bot,??????? ????????????????????? ???????,10 bot * pack,Myanmar Balm
2448,05/11/2015,213,1,tab,Decolgen Forte,10 tab * 10 stp * box,Acetaminophen
2448,05/11/2015,866,1,bot,????????????????,bot,Myanmar
2448,05/11/2015,426,1,sac,????? ?????????,12 sac * dz,Myanmar Hipertension
2448,05/11/2015,395,1,bot,????????????? ?????????????????,10 bot * pack,Myanmar Cough Medicine
2448,05/11/2015,259,1,stp,Paracap,10 tab * 10 stp * box,Paracetamol
2448,05/11/2015,151,8,stp,Gluco M,10 tab * 50 stp * box,Metformin
2448,05/11/2015,295,1,stp,Dolfenal 500,4 tab * 25 stp * box,Mefenamic Acid
2448,05/11/2015,101,1,stp,Repace 50,10 tab * 10 stp * box,Losartan Potassium
2448,05/11/2015,476,3,tube,Voltex Kool,12 tube * pack,cream
2448,05/11/2015,239,2,stp,Brucillin 250,10 cap * 10 stp * box,Ampicillin
2448,05/11/2015,354,20,pcs,Urgo Plaster Transparent,100 pcs * box,Plaster
2465,06/11/2015,70,2,stp,Revital,10 cap * 3 stp * box,Multivitamins and Minerals
2465,06/11/2015,12,2,stp,Sylgan S,15 cap * 6 stp * box,Liver Protect
2468,06/11/2015,553,1,box,DMR 60,15 tab * 2 stp * box,Gliclazide
2471,06/11/2015,260,1,stp,Lensen Tab,10 tab * 10 stp * box,Paracetamol
2471,06/11/2015,266,8,tab,Stugeron,10 tab * 25 stp * box,Cinnarizine
2459,06/11/2015,152,4,stp,Betex,10 tab * 25 stp * box,"B1, B6, B12"
2459,06/11/2015,409,2,sac,????????? ???????????,20 sac * pack,Myanmar Analgesic
2459,06/11/2015,440,1,bot,???????????? ??????? ??????,6 bot * 2 pack * dz,Myanmar Analgesic
2459,06/11/2015,213,1,stp,Decolgen Forte,10 tab * 10 stp * box,Acetaminophen
2459,06/11/2015,539,1,tab,Vicee Orange,2 tab * 50 stp * box,Cevit 500mg
2459,06/11/2015,308,1,stp,Kremil S,20 tab * 5 stp * box,Aluminium Hydroxide
2459,06/11/2015,57,10,tab,Enervon-C 100's,100 tab * bot,B complex with C
2459,06/11/2015,162,1,bot,Cevit Pol,100 tab * bot,ascorbic acid
2462,06/11/2015,553,1,stp,DMR 60,15 tab * 2 stp * box,Gliclazide
2462,06/11/2015,12,1,stp,Sylgan S,15 cap * 6 stp * box,Liver Protect
2462,06/11/2015,138,1,stp,Natrilix SR,10 tab * 3 stp * box,Indapamide 1.5
2462,06/11/2015,92,2,stp,Enam 10,10 tab * 10 stp * box,Enalapril
2462,06/11/2015,29,2,stp,Nifedi-Denk 10 Retard,10 tab * 10 stp * box,Nifedipine
2462,06/11/2015,30,2,stp,Nifedi-Denk 20 Retard,10 tab * 10 stp * box,Nifedipine
2462,06/11/2015,136,1,stp,Furo denk 40,10 tab * 10 stp * box,Furosemide
2462,06/11/2015,82,2,stp,Atenolol Denk,10 tab * 10 stp * box,Atenolol
2462,06/11/2015,148,2,stp,Metformin denk 500,10 tab * 10 stp * box,Metformin 
2462,06/11/2015,238,1,stp,Amoxi-Denk 500,10 tab * 2 stp * box,Amoxicillin
2458,06/11/2015,58,1,bot,Enervon-C 30's,30 tab * bot,B complex with C
2458,06/11/2015,154,3,stp,Neurobion Blue,10 tab * 10 stp * box,"B1, B6, B12"
2458,06/11/2015,148,3,stp,Metformin denk 500,10 tab * 10 stp * box,Metformin 
2458,06/11/2015,858,2,stp,Diabend 80,20 tab * 3 stp * box,Gliclazide
2460,06/11/2015,125,1,stp,Atocor 10,10 tab * 10 stp * box,Atorvastatin
2460,06/11/2015,107,1,stp,Carvidon mr 35,10 tab * 10 stp * box,Trimetazidine Hydrochloride
2461,06/11/2015,27,1,box,Amlong 10,10 tab * 3 stp * box,Amlodipine
2463,06/11/2015,301,1,stp,Cetrine,10 tab * 10 stp * box,Cetrizine
2463,06/11/2015,259,1,stp,Paracap,10 tab * 10 stp * box,Paracetamol
2463,06/11/2015,209,1,stp,Flemex Tab,10 tab * 50 stp * box,Carbocisteine 500 mg
2464,06/11/2015,777,1,box,Aronamin Gold,10 tab * 3 stp * box,Multivitamins and Minerals
2466,06/11/2015,407,3,bot,???????????????? (???????????????),12 bot * dz,Myanmar Multivitamin
2466,06/11/2015,266,1,stp,Stugeron,10 tab * 25 stp * box,Cinnarizine
2466,06/11/2015,488,2,pack,Knee Brace Julong,2 pcs * pack,Knee Brace
2466,06/11/2015,264,1,stp,Tiffy,4 tab * 25 stp * box,Paracetamol
2466,06/11/2015,789,1,pcs,Sino Plast Elastic,100 pcs * box,Plaster
2466,06/11/2015,213,1,stp,Decolgen Forte,10 tab * 10 stp * box,Acetaminophen
2466,06/11/2015,514,1,bot,V.Rohto,bot,Eye Drop
2466,06/11/2015,86,1,stp,Cardivas 12.5,10 tab * 10 stp * box,Carvedilol
2466,06/11/2015,213,2,tab,Decolgen Forte,10 tab * 10 stp * box,Acetaminophen
2466,06/11/2015,47,1,stp,Oleanz 10,10 tab * 5 stp * box,Olanzapine 
2466,06/11/2015,591,1,sheet,Counter Plaster,100 sheet * box,Plaster
2466,06/11/2015,409,2,sac,????????? ???????????,20 sac * pack,Myanmar Analgesic
2466,06/11/2015,358,1,stp,Chericof Loz,4 tab * 5 stp * box,Lozenges
2467,06/11/2015,203,3,stp,Montek 10,10 tab * 10 stp * box,Montelukast
2469,06/11/2015,641,1,stp,Allopurinol bpi strip,10 tab * 10 stp * box,Allopurinol
2469,06/11/2015,148,1,stp,Metformin denk 500,10 tab * 10 stp * box,Metformin 
2469,06/11/2015,348,10,cap,Mega 3 300's,300 cap * bot,Omega 3 Fish Oil
2469,06/11/2015,736,1,sac,Shudi Analgesic Plaster,4 pcs * 100 sac * box,Plaster
2469,06/11/2015,591,1,sheet,Counter Plaster,100 sheet * box,Plaster
2470,06/11/2015,411,2,sac,?????? ???????,50 sac * pack,Myanmar Analgesic
2470,06/11/2015,1,1,stp,EVE,10 cap * 3 stp * box,Evening Primrose Oil
2470,06/11/2015,74,1,stp,Oramin G,5 cap * 6 stp * box,Multivitamins and Minerals
2472,06/11/2015,870,1,bot,Spektrum 50+,60 tab * bot,Multivitamins and Minerals
2473,07/11/2015,548,1,stp,Vertinil,10 tab * 20 stp * box,Cinnarizine
2473,07/11/2015,928,1,stp,Lorfast,10 tab * 5 stp * box,Loratadine
2473,07/11/2015,74,1,box,Oramin G,5 cap * 6 stp * box,Multivitamins and Minerals
2473,07/11/2015,830,1,stp,Aspilet (Zedi),20 tab * 25 stp * box,Aspirin 80mg
2473,07/11/2015,148,2,stp,Metformin denk 500,10 tab * 10 stp * box,Metformin 
2473,07/11/2015,122,1,stp,Ferrovit,10 cap * 5 stp * box,Ferrous Fumarate
2473,07/11/2015,354,10,pcs,Urgo Plaster Transparent,100 pcs * box,Plaster
2473,07/11/2015,295,1,stp,Dolfenal 500,4 tab * 25 stp * box,Mefenamic Acid
2473,07/11/2015,60,1,stp,Vitahome Cap 12 Strip,10 cap * 12 stp * box,Multivitamins and Minerals
2473,07/11/2015,261,6,tab,Biogesic Tab,10 tab * 50 stp * box,Paracetamol
2473,07/11/2015,303,1,stp,Zyncet,10 tab * 20 stp * box,Cetrizine
2473,07/11/2015,206,1,stp,Bronchest,10 tab * 50 stp * box,Cough Tablet
2473,07/11/2015,172,1,bot,Vitazone,100 tab * bot,Multivitamins and Minerals
2474,07/11/2015,268,1,box,Merislon,10 tab * 3 stp * box,Betahistine mesilate
2475,07/11/2015,152,2,stp,Betex,10 tab * 25 stp * box,"B1, B6, B12"
2476,07/11/2015,229,2,box,Metro-250(Umedica),10 tab * 10 stp * box,Metronidazole
2477,07/11/2015,476,1,tube,Voltex Kool,12 tube * pack,cream
2477,07/11/2015,173,1,stp,Omez,10 cap * 10 stp * box,Omeprazole
2477,07/11/2015,254,1,stp,Coxib 100,10 tab * 3 stp * box,Celecoxib
2477,07/11/2015,240,1,stp,Para-Denk 500,10 tab * 2 stp * box,Paracetamol
2478,07/11/2015,86,2,stp,Cardivas 12.5,10 tab * 10 stp * box,Carvedilol
2478,07/11/2015,123,1,stp,Avas 10,10 tab * 3 stp * box,Atorvastatin
2478,07/11/2015,111,1,stp,Clopilet,10 tab * 3 stp * box,Clopidogrel
2478,07/11/2015,90,1,stp,Cardiopril 5,10 tab * 10 stp * box,Ramipril
2478,07/11/2015,644,1,stp,Cardimax SR,10 tab * 5 stp * box,Trimetazidine Hydrochloride
2478,07/11/2015,523,1,stp,Etovit 400,10 cap * 3 stp * box,Vitamin E
2478,07/11/2015,162,1,bot,Cevit Pol,100 tab * bot,ascorbic acid
2478,07/11/2015,348,10,cap,Mega 3 300's,300 cap * bot,Omega 3 Fish Oil
2480,07/11/2015,934,1,stp,Belactone,10 tab * 30 stp * box,Spironolactone
2480,07/11/2015,86,1,stp,Cardivas 12.5,10 tab * 10 stp * box,Carvedilol
2480,07/11/2015,744,1,stp,Safen,10 tab * 10 stp * box,Clopidogrel
2480,07/11/2015,435,1,bot,??????????(????????) ????????,12 bot * dz,Myanmar Balm
2480,07/11/2015,389,1,bot,?????????? ???????? ???????????,12 bot * dz,Myanmar Balm
2480,07/11/2015,789,1,pcs,Sino Plast Elastic,100 pcs * box,Plaster
2480,07/11/2015,924,1,tube,Counter Pain 30gm,tube,analgesic
2480,07/11/2015,322,1,bot,Neurogin,60 tab * bot,Ginkgo
2480,07/11/2015,421,1,bot,??????? ????????,6 bot * 2 pack * dz,Myanmar Balm
2480,07/11/2015,514,1,bot,V.Rohto,bot,Eye Drop
2480,07/11/2015,74,1,stp,Oramin G,5 cap * 6 stp * box,Multivitamins and Minerals
2480,07/11/2015,844,1,stp,Sure,10 tab * stp,"estrogen, progesterone"
2480,07/11/2015,405,1,bot,?????? ????????,12 bot * dz,Myanmar anti-Inflammatory
2480,07/11/2015,908,1,stp,Brutor 10 ,10 tab * 10 stp * box,Atorvastatin 10mg
2480,07/11/2015,584,2,Strip,BST-HCG,10 Strip * pack,Strip
2480,07/11/2015,583,1,Kit,Besure Test Kit,40 Kit * box,Test Kit
2480,07/11/2015,851,1,stp,OK (Oralcon F),25 stp * box,"levonorgestrel, Ethinylestradiol"
2480,07/11/2015,456,1,bot,??????????????,6 bot * 2 pack * dz,Myanmar Analgesic
2480,07/11/2015,207,1,stp,De-tussin,10 tab * 10 stp * box,Cough Tablet
2480,07/11/2015,220,12,tab,Vicks,105 tab * bot,Cough Tablet
2480,07/11/2015,173,1,stp,Omez,10 cap * 10 stp * box,Omeprazole
2480,07/11/2015,137,1,stp,Moduretic ????,10 tab * 10 stp * box,Amiloride Hydrochloride and Hydrochlorothiazide
2480,07/11/2015,552,1,box,DMR 30,30 tab * 2 stp * box,Gliclazide
2480,07/11/2015,22,1,stp,Amlosun 5,10 tab * 10 stp * box,Amlodipine
2480,07/11/2015,941,1,stp,Mybacin 4's Tab,40 stp * pack,Lozenges
2480,07/11/2015,100,1,stp,Repace H,10 tab * 10 stp * box,"losartan Potassium, Hydrochlorothiazide"
2480,07/11/2015,432,2,bot,?????????? ?????????????,12 bot * dz,Myanmar Digestive
2481,07/11/2015,114,3,stp,Arthrostop,10 tab * 6 stp * box,Glucosamine
2481,07/11/2015,82,1,stp,Atenolol Denk,10 tab * 10 stp * box,Atenolol
2481,07/11/2015,22,1,stp,Amlosun 5,10 tab * 10 stp * box,Amlodipine
2481,07/11/2015,789,1,pcs,Sino Plast Elastic,100 pcs * box,Plaster
2483,07/11/2015,161,13,tab,Aminophylline bpi,100 tab * bot,Aminophylline
2483,07/11/2015,395,1,bot,????????????? ?????????????????,10 bot * pack,Myanmar Cough Medicine
2479,07/11/2015,68,3,stp,Ginsomin,10 tab * 3 stp * box,Multivitamins and Minerals
2479,07/11/2015,4,1,box,Enat 400,10 cap * 3 stp * box,Vitamin E
2482,07/11/2015,322,2,bot,Neurogin,60 tab * bot,Ginkgo
2482,07/11/2015,8,1,box,Appeton Teen Grow,10 tab * 3 stp * box,Multivitamins and Minerals
2499,09/11/2015,148,2,stp,Metformin denk 500,10 tab * 10 stp * box,Metformin 
2485,09/11/2015,500,1,bot,Woods' Antihistamine,bot,Cough Syrup
2485,09/11/2015,96,1,stp,Perigard 2,10 tab * stp,perindopril
2485,09/11/2015,133,1,stp,Aldactone Pfizer,10 tab * 10 stp * box,Spironolactone
2485,09/11/2015,185,6,stp,Enzyplex,4 tab * 25 stp * box,Digestive Enzyme
2485,09/11/2015,16,1,stp,Nutrivita ,10 cap * 5 stp * box,Multivitamins and Minerals
2485,09/11/2015,736,1,sac,Shudi Analgesic Plaster,4 pcs * 100 sac * box,Plaster
2485,09/11/2015,941,2,stp,Mybacin 4's Tab,40 stp * pack,Lozenges
2485,09/11/2015,387,2,sac,????????? ?????? ????,10 sac * 12 pack * 2ndPack,Myanmar Digestive
2485,09/11/2015,214,1,stp,Decolgen Cold and Flu,10 tab * 10 stp * box,Paracetamol
2485,09/11/2015,256,1,stp,Alaxan Tab,10 tab * 10 stp * box,Ibuprofen and Paracetamol
2485,09/11/2015,16,1,stp,Nutrivita ,10 cap * 5 stp * box,Multivitamins and Minerals
2485,09/11/2015,584,1,Strip,BST-HCG,10 Strip * pack,Strip
2485,09/11/2015,217,1,stp,Mixagrip,4 tab * 25 stp * box,Paracetamol
2485,09/11/2015,22,1,stp,Amlosun 5,10 tab * 10 stp * box,Amlodipine
2488,09/11/2015,81,1,bot,Coveram 10/10,30 tab * bot,Perindopril / Amlodipine
2488,09/11/2015,155,1,stp,Vit B Denk,10 tab * 10 stp * box,"B1, B6"
2488,09/11/2015,84,1,stp,Cardivas 3.125,10 tab * 3 stp * box,Carvedilol
2488,09/11/2015,140,1,stp,Diamicron mr 60,15 tab * 2 stp * box,Gliclazide
2488,09/11/2015,217,1,stp,Mixagrip,4 tab * 25 stp * box,Paracetamol
2488,09/11/2015,352,1,pcs,Hansaplast Elastic,100 pcs * box,Plaster
2491,09/11/2015,191,3,stp,Ermycin 200,10 tab * 10 stp * box,Erythromycin
2484,09/11/2015,261,1,stp,Biogesic Tab,10 tab * 50 stp * box,Paracetamol
2484,09/11/2015,162,10,tab,Cevit Pol,100 tab * bot,ascorbic acid
2484,09/11/2015,304,1,stp,Allercet,10 tab * 10 stp * box,Cetrizine
2484,09/11/2015,154,1,stp,Neurobion Blue,10 tab * 10 stp * box,"B1, B6, B12"
2484,09/11/2015,259,1,stp,Paracap,10 tab * 10 stp * box,Paracetamol
2484,09/11/2015,445,1,bot,?????????,12 bot * dz,Myanmar Balm
2486,09/11/2015,500,1,bot,Woods' Antihistamine,bot,Cough Syrup
2486,09/11/2015,394,2,bot,????????????? ?????????????????????,10 bot * pack,Myanmar Cough Medicine
2486,09/11/2015,395,2,bot,????????????? ?????????????????,10 bot * pack,Myanmar Cough Medicine
2487,09/11/2015,109,1,stp,Vastarel Mr,30 tab * 2 stp * box,Trimetazidine Hydrochloride
2487,09/11/2015,76,1,bot,Coversyl 5,30 tab * bot,perindopril
2487,09/11/2015,126,3,stp,Aztor 10,10 tab * 5 stp * box,Atorvastatin
2489,09/11/2015,30,6,stp,Nifedi-Denk 20 Retard,10 tab * 10 stp * box,Nifedipine
2489,09/11/2015,138,1,box,Natrilix SR,10 tab * 3 stp * box,Indapamide 1.5
2489,09/11/2015,82,6,stp,Atenolol Denk,10 tab * 10 stp * box,Atenolol
2489,09/11/2015,870,1,bot,Spektrum 50+,60 tab * bot,Multivitamins and Minerals
2489,09/11/2015,125,3,stp,Atocor 10,10 tab * 10 stp * box,Atorvastatin
2489,09/11/2015,155,6,stp,Vit B Denk,10 tab * 10 stp * box,"B1, B6"
2489,09/11/2015,12,4,stp,Sylgan S,15 cap * 6 stp * box,Liver Protect
2490,09/11/2015,138,1,box,Natrilix SR,10 tab * 3 stp * box,Indapamide 1.5
2492,09/11/2015,280,4,sac,Bioflor,10 sac * box,Saccharomyces boulardii
2492,09/11/2015,245,1,stp,Umeran 50,10 tab * 10 stp * box,Diclfenac 
2492,09/11/2015,182,1,stp,Umetac 150,10 tab * 10 stp * box,Ranitidine
2492,09/11/2015,109,1,stp,Vastarel Mr,30 tab * 2 stp * box,Trimetazidine Hydrochloride
2492,09/11/2015,514,1,bot,V.Rohto,bot,Eye Drop
2493,09/11/2015,111,2,stp,Clopilet,10 tab * 3 stp * box,Clopidogrel
2494,09/11/2015,862,1,stp,Aspilets 10's,10 tab * 10 stp * box,Aspirin 80mg
2494,09/11/2015,123,1,stp,Avas 10,10 tab * 3 stp * box,Atorvastatin
2494,09/11/2015,133,1,stp,Aldactone Pfizer,10 tab * 10 stp * box,Spironolactone
2494,09/11/2015,24,1,stp,Stamlo 5,10 tab * 10 stp * box,Amlodipine
2494,09/11/2015,82,1,stp,Atenolol Denk,10 tab * 10 stp * box,Atenolol
2495,09/11/2015,159,5,stp,Methycobal,10 tab * 3 stp * box,Mecobalamin
2495,09/11/2015,689,6,stp,Cardenol 40,10 tab * stp,propranolol
2495,09/11/2015,155,5,stp,Vit B Denk,10 tab * 10 stp * box,"B1, B6"
2496,09/11/2015,638,2,stp,Strepsil Chesty,6 tab * 4 stp * box,Lozenges
2496,09/11/2015,638,1,stp,Strepsil Chesty,6 tab * 4 stp * box,Lozenges
2496,09/11/2015,66,1,stp,Becozinc Cap,10 cap * 3 stp * box,Multivitamins and Minerals
2496,09/11/2015,57,10,tab,Enervon-C 100's,100 tab * bot,B complex with C
2496,09/11/2015,309,1,stp,Kremil S pink,4 tab * 25 stp * box,Aluminium Hydroxide and Simethicone
2496,09/11/2015,91,1,stp,Enam 5,10 tab * 10 stp * box,Enalapril 
2496,09/11/2015,388,1,bot,????????? ?????? ???,6 bot * 2 pack * dz,Myanmar Digestive
2496,09/11/2015,685,1,stp,Ubimol Forte,10 tab * 10 stp * box,Ibuprofen and Paracetamol
2496,09/11/2015,942,1,bot,Diphenyl syrup,12 bot * box,diphenhydramine
2496,09/11/2015,941,2,stp,Mybacin 4's Tab,40 stp * pack,Lozenges
2497,09/11/2015,30,2,stp,Nifedi-Denk 20 Retard,10 tab * 10 stp * box,Nifedipine
2497,09/11/2015,57,10,tab,Enervon-C 100's,100 tab * bot,B complex with C
2497,09/11/2015,20,1,stp,iiCare,10 cap * 3 stp * box,Eye 
2497,09/11/2015,152,1,stp,Betex,10 tab * 25 stp * box,"B1, B6, B12"
2498,09/11/2015,308,1,stp,Kremil S,20 tab * 5 stp * box,Aluminium Hydroxide
2498,09/11/2015,182,1,stp,Umetac 150,10 tab * 10 stp * box,Ranitidine
2500,09/11/2015,108,1,stp,Coralan 5,14 tab * 4 stp * box,Ivabradine
2500,09/11/2015,128,1,stp,Rozavel 10,10 tab * 5 stp * box,Rosuvastatin
2500,09/11/2015,155,1,stp,Vit B Denk,10 tab * 10 stp * box,"B1, B6"
2500,09/11/2015,206,1,stp,Bronchest,10 tab * 50 stp * box,Cough Tablet
2500,09/11/2015,352,1,pcs,Hansaplast Elastic,100 pcs * box,Plaster
2501,10/11/2015,210,2,stp,Solmux Cap,4 cap * 25 stp * box,Carbocisteine 500 mg
2501,10/11/2015,236,1,stp,Brumox 500,10 cap * 10 stp * box,Amoxicillin
2501,10/11/2015,22,1,stp,Amlosun 5,10 tab * 10 stp * box,Amlodipine
2501,10/11/2015,514,1,bot,V.Rohto,bot,Eye Drop
2501,10/11/2015,597,1,pack,Neobun ,10 pcs * 25 pack * box,Plaster
2501,10/11/2015,355,1,stp,Strepsil Cool,6 tab * 4 stp * box,Lozenges
2501,10/11/2015,358,1,stp,Chericof Loz,4 tab * 5 stp * box,Lozenges
2501,10/11/2015,652,1,sac,???????? ????????????? ???????????,sac,Myanmar Hypertension
2501,10/11/2015,196,5,stp,Doxysam ,10 cap * 10 stp * box,Doxycycline
2503,10/11/2015,301,2,stp,Cetrine,10 tab * 10 stp * box,Cetrizine
2503,10/11/2015,240,1,stp,Para-Denk 500,10 tab * 2 stp * box,Paracetamol
2504,10/11/2015,126,1,stp,Aztor 10,10 tab * 5 stp * box,Atorvastatin
2504,10/11/2015,23,2,stp,Amlosun 10,10 tab * 10 stp * box,Amlodipine
2504,10/11/2015,896,2,stp,Prolomet XL 25,10 tab * 5 stp * box,Metoprolol
2504,10/11/2015,693,2,stp,Aspirex 81mg,10 tab * 10 stp * box,Aspirin 81mg
2506,10/11/2015,348,50,cap,Mega 3 300's,300 cap * bot,Omega 3 Fish Oil
2506,10/11/2015,524,1,stp,PrimE ,10 cap * 3 stp * box,Vitamin E
2507,10/11/2015,250,1,stp,Zifam Clofen,10 tab * stp,Aceclofenac
2507,10/11/2015,860,1,bot,Spirit 500ml plastic mpf ygn,20 bot * box,methyl alcohol
2507,10/11/2015,941,2,stp,Mybacin 4's Tab,40 stp * pack,Lozenges
2507,10/11/2015,529,2,pcs,PaiPlast,100 pcs * box,Plaster
2507,10/11/2015,148,2,stp,Metformin denk 500,10 tab * 10 stp * box,Metformin 
2507,10/11/2015,285,2,stp,Zyloric ,10 tab * 5 stp * box,Allopurinol
2507,10/11/2015,388,1,bot,????????? ?????? ???,6 bot * 2 pack * dz,Myanmar Digestive
2507,10/11/2015,638,1,stp,Strepsil Chesty,6 tab * 4 stp * box,Lozenges
2507,10/11/2015,311,1,sac,Konimag,30 sac * box,Aluminium Hydroxide
2507,10/11/2015,293,1,stp,Nuberol,10 tab * 10 stp * box,Orphenadrine and Paracetamol
2507,10/11/2015,443,2,pack,????? ???????,12 sac * pack,Myanmar Cold Medicine
2509,10/11/2015,236,2,stp,Brumox 500,10 cap * 10 stp * box,Amoxicillin
2509,10/11/2015,265,1,stp,Dimenhydrinate,10 tab * 100 stp * box,Dimenhydrinate
2509,10/11/2015,789,5,pcs,Sino Plast Elastic,100 pcs * box,Plaster
2509,10/11/2015,213,1,stp,Decolgen Forte,10 tab * 10 stp * box,Acetaminophen
2509,10/11/2015,60,1,stp,Vitahome Cap 12 Strip,10 cap * 12 stp * box,Multivitamins and Minerals
2509,10/11/2015,122,2,stp,Ferrovit,10 cap * 5 stp * box,Ferrous Fumarate
2510,10/11/2015,347,1,bot,Mega 3 100's,100 cap * bot,Omega 3 Fish Oil
2508,10/11/2015,170,10,tab,Ribovit,100 tab * bot,Riboflavin
2508,10/11/2015,162,20,tab,Cevit Pol,100 tab * bot,ascorbic acid
2508,10/11/2015,261,1,stp,Biogesic Tab,10 tab * 50 stp * box,Paracetamol
2508,10/11/2015,637,1,pcs,Cotton Pack Diamond,25 pcs * pack,Cotton
2508,10/11/2015,942,1,bot,Diphenyl syrup,12 bot * box,diphenhydramine
2508,10/11/2015,438,1,bot,??????? ????????????????????? ???????,10 bot * pack,Myanmar Balm
2502,10/11/2015,85,6,stp,Cardivas 6.25,10 tab * 3 stp * box,Carvedilol
2505,10/11/2015,175,2,stp,Pantocid 20,10 tab * 10 stp * box,Pantoprazole
2505,10/11/2015,835,1,pcs,Jasmine Inhaler,12 pcs * dz,Inhaler
2519,12/11/2015,209,1,stp,Flemex Tab,10 tab * 50 stp * box,Carbocisteine 500 mg
2519,12/11/2015,259,1,stp,Paracap,10 tab * 10 stp * box,Paracetamol
2519,12/11/2015,930,2,tab,Azole,20 tab * box,Albendazole
2519,12/11/2015,488,1,pack,Knee Brace Julong,2 pcs * pack,Knee Brace
2519,12/11/2015,388,1,bot,????????? ?????? ???,6 bot * 2 pack * dz,Myanmar Digestive
2522,12/11/2015,138,1,stp,Natrilix SR,10 tab * 3 stp * box,Indapamide 1.5
2522,12/11/2015,693,1,stp,Aspirex 81mg,10 tab * 10 stp * box,Aspirin 81mg
2522,12/11/2015,779,1,stp,Aztor EZ,10 tab * 3 stp * box,"Atorvastatin 10mg, Ezetimibe 10mg"
2522,12/11/2015,285,1,stp,Zyloric ,10 tab * 5 stp * box,Allopurinol
2522,12/11/2015,301,1,stp,Cetrine,10 tab * 10 stp * box,Cetrizine
2522,12/11/2015,256,1,stp,Alaxan Tab,10 tab * 10 stp * box,Ibuprofen and Paracetamol
2511,12/11/2015,138,1,box,Natrilix SR,10 tab * 3 stp * box,Indapamide 1.5
2511,12/11/2015,86,5,stp,Cardivas 12.5,10 tab * 10 stp * box,Carvedilol
2512,12/11/2015,206,2,stp,Bronchest,10 tab * 50 stp * box,Cough Tablet
2512,12/11/2015,355,2,stp,Strepsil Cool,6 tab * 4 stp * box,Lozenges
2513,12/11/2015,592,1,sac,Generlog,50 sac * box,gel
2513,12/11/2015,95,1,stp,Perigard 4,10 tab * stp,perindopril
2513,12/11/2015,265,1,stp,Dimenhydrinate,10 tab * 100 stp * box,Dimenhydrinate
2513,12/11/2015,72,1,stp,Hagin,5 cap * 12 stp * box,Multivitamins and Minerals
